department,sub_department,department_id,category,sub_category,micro_category,title,description,skill_code,related_skills,bussiness_links,custom_tags,proficiency_level,assesment_method,certification_qualifications,experience_project,skill_status,skill_importance,legal_compliance_relevance,sop_practice_link,performance_metrics,common_errors_tips,sme_contacts,sub_skills,skill_flow,tasklist,status,approve_status,sub_institute_id,created_by,created_at,proficiency_level_encoded,related_skills_parsed
General Management,General Management,857.0,technical skills,process industry wsq,Process Industry WSQ,Apply Workplace Safety and Health in Metal Work,"On completion of this unit, learners will have the skills and knowledge in applying workplace safety and health practices to ensure the safety of oneself and others at work in metal work by identifying own roles and responsibilities in a metal work job by following safe work procedures and adopting relevant risk control measures when conducting metal works and responding to fire emergencies",PIW-ESO-1103-1.1-E,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
General Management,General Management,857.0,technical skills,process industry wsq,Process Industry WSQ,Perform Metal Scaffolding Work,"On completion of the unit, learners will acquire the skills to erect and dismantle scaffold structure and assess and evaluate completed scaffolding task. It will also impart learners with the competence to check and maintain scaffolding equipment",PIW-ESO-1107-1.1-E,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
General Management,General Management,857.0,technical skills,process industry wsq,Process Industry WSQ,Perform Refractory Work,"On completion of the unit, learners will acquire the skills to perform bricklaying as per specification and building walls, arches, columns, corners, and bottoms, evaluate completed task",PIW-ESO-1112-1.1-E,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
General Management,General Management,857.0,technical skills,process industry wsq,Process Industry WSQ,Perform Blasting and Painting Work,"On completion of the unit, the learner will be equipped with the basic knowledge of surface preparation using power tools, perform blasting and painting in order to protect surface from corrosion and enhance surface finishing in a process plant",PIW-ESO-1115-1.1-E,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
General Management,General Management,857.0,technical skills,process industry wsq,Process Industry WSQ,Perform Electrical Fitting Work,"On completion of this unit, learners will have the knowledge and skills to interpret, prepare, perform and terminate electrical fittings installation, supports, cabling, testing, maintenance and complete documentation",PIW-ESO-1136-1.1-E,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
General Management,General Management,857.0,technical skills,process industry wsq,Process Industry WSQ,Perform Instrumentation Fitting Work,"On completion of this unit, learners will have the knowledge and skills to interpret, prepare, perform and terminate Instrumentation installation, hook-up, cabling and testing",PIW-ESO-1137-1.1-E,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
General Management,General Management,857.0,technical skills,process industry wsq,Process Industry WSQ,Perform Thermal Insulation Work,"On completion of the unit, learner will acquire the skills to perform thermal insulation work as per specifications  which include fitting insulation around obstructions, shape insulating materials and protective coverings as required, inspect and maintain insulation work done to ensure compliance to specifications",PIW-ESO-1138-1.1-E,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
General Management,General Management,857.0,technical skills,process industry wsq,Process Industry WSQ,Perform Process Pipe Fitting work,"On completion of the unit, learners will acquire the knowledge and skills to lay out, fit-up, install, assemble, machining, and maintain pipe systems, pipe supports and for related hydraulic and pneumatic equipment for process piping system",PIW-ESO-1139-1.1-E,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
General Management,General Management,857.0,technical skills,process industry wsq,Process Industry WSQ,Perform Rotating Equipment Fitting Work,"On completion of the unit, the learner will learn to carry out basic maintenance and machinery repair works on rotating equipment in a process plant",PIW-ESO-1140-1.1-E,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
General Management,General Management,857.0,technical skills,process industry wsq,Process Industry WSQ,Perform Plant Civil Work,"On completion of this unit, learners will acquire the knowledge and skills to perform plant civil construction works. In addition, learners will be equipped with the knowledge and skill in setting out, erecting, reinforcing and dismantling formwork, placing, finishing and curing of concrete",PIW-ESO-1141-1.1-E,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
General Management,General Management,857.0,technical skills,process industry wsq,Process Industry WSQ,Perform Plant Equipment Fitting Work,"On completion of the unit, the learner will be equipped with the basic knowledge and skills to carry out basic preventive maintenance and replace faulty components of common process equipment to ensure efficient operation of the process plant.",PIW-ESO-1142-1.1-E,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
General Management,General Management,857.0,technical skills,process industry wsq,Process Industry WSQ,Respond to Incidents and Accidents in Biomedical Facility,"On completion of this unit, learners will acquire the knowledge and skills for responding to incidents and accidents in a biomedical facility",PIW-PHQ-5503-1.1-C,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
General Management,General Management,857.0,technical skills,process industry wsq,Process Industry WSQ,Apply Containment Principles in Laboratory Design,"On completion of this unit, learners will acquire the knowledge and skills for applying containment principles in laboratory design",PIW-PHQ-5504-1.1-C,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
General Management,General Management,857.0,technical skills,process industry wsq,Process Industry WSQ,Establish Biosecurity Management System,"On completion of this unit, learners will acquire the knowledge and skills for establishing a biosecurity management system",PIW-PHQ-5505-1.1-E,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
General Management,General Management,857.0,technical skills,process industry wsq,Process Industry WSQ,Apply Good Biosafety Practices when Working with Animals,"On completion of this unit, learners will acquire the knowledge and skills for applying good biosafety practices when working with animals",PIW-PHQ-5509-1.1-E,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
General Management,General Management,857.0,technical skills,process industry wsq,Process Industry WSQ,Apply Workplace Safety and Health in Process Plant,"On completion of this unit, learners will have the skills and knowledge in applying workplace safety and health practices to ensure the safety of oneself and others at work in the Oil and Petrochemical Industry",PIW-PRO-1110-1.1-E,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
General Management,General Management,857.0,technical skills,process industry wsq,Process Industry WSQ,Perform Work in Confined Space Operation,"Upon completion of this unit, learners will be equipped with the necessary skills and knowledge to perform the duties of a supervisor working in a Confined Space",PIW-PRO-1111-1.1-E,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
General Management,General Management,857.0,technical skills,process industry wsq,Process Industry WSQ,"Work with Infected and Non-Infected Organisms, Microbes, Biological Materials and Their Derivatives","On completion of this unit, learners will acquire the knowledge and skills for working with infected and non-infected organisms, microbes, biological materials and their derivatives",PIW-PRO-3311-1.1-C,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
General Management,General Management,857.0,technical skills,process industry wsq,Process Industry WSQ,Work in Biosafety Level-3 laboratories,"On completion of this unit, learners will acquire the knowledge and skills for working with infected and non-infected organisms, microbes, biological materials and their derivatives",PIW-PRO-3312-1.1-C,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
General Management,General Management,857.0,technical skills,process industry wsq,Process Industry WSQ,Supervise Work in Confined Space Operation,Supervise Work in Confined Space Operation,PIW-PRO-3329-1.1-E,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
General Management,General Management,857.0,technical skills,process industry wsq,Process Industry WSQ,Implement Biorisk Management System,"On completion of this unit, learners will acquire the knowledge and skills for implementing a biorisk management system",PIW-PRO-5501-1.1-C,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
General Management,General Management,857.0,technical skills,process industry wsq,Process Industry WSQ,Apply teamwork in the workplace,Work as a team and participate in team activities in their work area,WPH-PIW-1101-1.1,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
General Management,General Management,857.0,technical skills,process industry wsq,Process Industry WSQ,Perform Basic Maintenance Works,Carry out basic maintenance works in a process plant,WPH-PIW-1102-1.1,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
General Management,General Management,857.0,technical skills,process industry wsq,Process Industry WSQ,Respond to Fire Emergency in Buildings,This unit of competency is designed to allow the person to function as a member of an emergency response team in order to implement the emergency response skills during an emergency incident in buildings.,WPH-PIW-1103-1.1,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
General Management,General Management,857.0,technical skills,process industry wsq,Process Industry WSQ,Respond to Fire Incident in Workplace,"This unit of competency is designed to allow the person to function as a member of an emergency response team, in order to implement the emergency response skills during an emergency incident in workplaces.",WPH-PIW-1104-1.1,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
General Management,General Management,857.0,technical skills,process industry wsq,Process Industry WSQ,Respond to Fire and Hazmat Emergency,This unit of competency is designed to allow a person to function as a member of an emergency response team in order to meet and respond to fire and hazmat emergencies.,WPH-PIW-1105-1.1,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
General Management,General Management,857.0,technical skills,process industry wsq,Process Industry WSQ,Perform Fitting Works in Workshop,Perform fitting works with hand tools and equipment in the workshop,WPH-PIW-1106-1.1,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
General Management,General Management,857.0,technical skills,process industry wsq,Process Industry WSQ,Implement Incident Management Process,"This competency unit covers the skills and knowledge required by the person in charge of a facility to implement the incident management process during an emergency incident in a process facility. This unit covers the approach, structure, tools, processes, communication methods that can be utilised during an emergency incident.",WPH-PIW-3325-1.1,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
Operational Control,Operational Control,26.0,technical skills,quality management,Quality Management,Exposure and Risk Measurement,Measure and assess the risks due to hazardous substances at the workplace,WPH-QUA-5021-1.1,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
Workplace Safety and Health,Workplace Safety and Health,835.0,technical skills,workplace safety and health management,Workplace Safety and Health Management,"Workplace Safety and Health Management in Chemical, Process, Pharmaceutical Industries and Laboratories","Manage the operational issues associated with the control and put in place appropriate risk control measures in the chemical, process, pharmaceutical industries and laboratories industry",WPH-WSH-2079-1.1,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
Workplace Safety and Health,Workplace Safety and Health,835.0,technical skills,workplace safety and health management,Workplace Safety and Health Management,Workplace Safety and Health Management in Construction Industry,Manage the operational issues associated with the control and put in place appropriate risk control measures in the construction industry,WPH-WSH-2080-1.1,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
Workplace Safety and Health,Workplace Safety and Health,835.0,technical skills,workplace safety and health management,Workplace Safety and Health Management,Workplace Safety and Health Management in Manufacturing Industry,Manage the operational issues associated with the control and put in place appropriate risk control measures in the manufacturing industry,WPH-WSH-2081-1.1,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
General Management,General Management,857.0,technical skills,workplace safety and health management,Workplace Safety and Health Management,Workplace Safety and Health Management in Marine Industry,Manage the operational issues associated with the control and put in place appropriate risk control measures in the marine industry,WPH-WSH-2082-1.1,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
General Management,General Management,857.0,technical skills,workplace safety and health management,Workplace Safety and Health Management,Workplace Safety and Health Management in Service Industry,Manage the operational issues associated with the control and put in place appropriate risk control measures in the service industry,WPH-WSH-2083-1.1,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
General Management,General Management,857.0,technical skills,workplace safety and health management,Workplace Safety and Health Management,Workplace Safety and Health Supervision in Tunnelling Construction,Apply appropriate control and safety measures when supervising deep excavation and tunnelling construction works common safety,WPH-WSH-2085-1.1,,,,,,,,,,,,,,,,,,Active,Approved,1,1.0,2025-07-16 18:27:19,,[]
General Management,General Management,857.0,soft skills,interpersonal / leadership / communication skills,Core Skills,Reading Comprehension,Understanding written sentences and paragraphs in work-related documents.,2.A.1.a,"[""Business Communication"",""Document Analysis"",""Information Processing""]",https://en.wikipedia.org/wiki/Reading_comprehension,"[""Reading"",""Comprehension"",""Documentation""]",2.0,"Comprehension tests,Document review exercises",Certified Professional in Business Communication,Reviewing project requirements documents,Basic,Medium,General skill with no specific legal compliance,https://www.iabac.org,"Accuracy in understanding,Time taken","Misinterpreting instructions,Overlooking details","Content Writer,Training Manager","Vocabulary,Summarization","Read text,Identify key points,Summarize information","Review emails,Analyze reports,Understand manuals",Active,Approved,1,1.0,2025-07-16 18:27:19,2.0,"['Business Communication', 'Document Analysis', 'Information Processing']"
General Management,General Management,857.0,soft skills,interpersonal / leadership / communication skills,Core Skills,Active Listening,"Giving full attention to what other people are saying, taking time to understand the points being made, asking questions as appropriate, and not interrupting at inappropriate times.",2.A.1.b,"[""Empathy"",""Communication"",""Feedback"",""Patient Listening""]",https://en.wikipedia.org/wiki/Active_listening,"[""Listening"",""Communication"",""Empathy""]",3.0,"Role-playing exercises,Feedback sessions",Certified Professional in Human Resources,Participating in client meetings,Basic,High,General skill with no specific legal compliance,https://www.humanresources.com,"Feedback quality,Conflict resolution","Interrupting speakers,Distracted listening","HR Manager,Counselor","Patience,Note-taking","Pay attention,Clarify doubts,Provide feedback","Attend meetings,Handle grievances,Conduct interviews",Active,Approved,1,1.0,2025-07-16 18:27:19,3.0,"['Empathy', 'Communication', 'Feedback', 'Patient Listening']"
General Management,General Management,857.0,soft skills,interpersonal / leadership / communication skills,Core Skills,Writing,Communicating effectively in writing as appropriate for the needs of the audience.,2.A.1.c,"[""Business Writing"",""Technical Writing"",""Report Writing""]",https://en.wikipedia.org/wiki/Writing,"[""Writing"",""Communication"",""Documentation""]",3.0,"Writing assignments,Report reviews",Certified Professional in Business Communication,Drafting project proposals,Basic,High,General skill with no specific legal compliance,https://www.iabac.org,"Clarity,Grammar accuracy,Audience appropriateness","Poor structure,Grammatical errors","Content Developer,Technical Writer","Grammar,Style","Plan content,Draft,Revise,Finalize","Write emails,Prepare reports,Create documentation",Active,Approved,1,1.0,2025-07-16 18:27:19,3.0,"['Business Writing', 'Technical Writing', 'Report Writing']"
General Management,General Management,857.0,soft skills,interpersonal / leadership / communication skills,Core Skills,Speaking,Talking to others to convey information effectively.,2.A.1.d,"[""Public Speaking"",""Verbal Communication"",""Presentation""]",https://en.wikipedia.org/wiki/Speech,"[""Speaking"",""Presentation"",""Communication""]",3.0,"Presentation exercises,Speech evaluations",Toastmasters International Certification,Presenting project updates to stakeholders,Basic,High,General skill with no specific legal compliance,https://www.toastmasters.org,"Audience engagement,Message clarity","Lack of preparation,Poor articulation","Trainer,Public Speaker","Voice Modulation,Body Language","Prepare speech,Practice,Deliver,Handle Q&A","Conduct meetings,Give presentations,Lead discussions",Active,Approved,1,1.0,2025-07-16 18:27:19,3.0,"['Public Speaking', 'Verbal Communication', 'Presentation']"
General Management,General Management,857.0,cognitive & thinking skills,problem-solving / critical thinking / analytical reasoning skills,Core Skills,Mathematics,Using mathematics to solve problems.,2.A.1.e,"[""Numerical Analysis"",""Statistical Reasoning"",""Data Interpretation""]",https://en.wikipedia.org/wiki/Mathematics,"[""Mathematics"",""Analysis"",""Calculation""]",3.0,"Math tests,Problem-solving exercises",Certified Analytics Professional,Analyzing sales data for trends,Basic,Medium,General skill with no specific legal compliance,https://www.cap-cert.org,"Calculation accuracy,Problem-solving speed","Calculation errors,Incorrect formulas","Data Analyst,Statistician","Arithmetic,Algebra","Understand problem,Select method,Compute,Verify","Calculate budgets,Analyze metrics,Forecast trends",Active,Approved,1,1.0,2025-07-16 18:27:19,3.0,"['Numerical Analysis', 'Statistical Reasoning', 'Data Interpretation']"
Operations Management,Operations Management,1079.0,cognitive & thinking skills,problem-solving / critical thinking / analytical reasoning skills,Core Skills,Science,Using scientific rules and methods to solve problems.,2.A.1.f,"[""Scientific Method"",""Research"",""Experimentation""]",https://en.wikipedia.org/wiki/Scientific_method,"[""Science"",""Research"",""Analysis""]",3.0,"Research projects,Lab reports",Certified Research Analyst,Conducting market research,Basic,Medium,General skill with no specific legal compliance,https://www.rca.ac.in,"Research validity,Experimental accuracy","Inadequate controls,Biased sampling","Research Scientist,Lab Technician","Observation,Hypothesis Testing","Formulate hypothesis,Conduct experiment,Analyze results","Conduct tests,Document results,Draw conclusions",Active,Approved,1,1.0,2025-07-16 18:27:19,3.0,"['Scientific Method', 'Research', 'Experimentation']"
General Management,General Management,857.0,cognitive & thinking skills,problem-solving / critical thinking / analytical reasoning skills,Core Skills,Critical Thinking,"Using logic and reasoning to identify the strengths and weaknesses of alternative solutions, conclusions, or approaches to problems.",2.A.2.a,"[""Analytical Reasoning"",""Logical Thinking"",""Evaluation""]",https://en.wikipedia.org/wiki/Critical_thinking,"[""Critical Thinking"",""Analysis"",""Logic""]",4.0,"Case studies,Problem-solving tests",Certified Critical Thinking Professional,Evaluating business strategies,High-demand,High,General skill with no specific legal compliance,https://www.criticalthinking.org,"Decision quality,Problem resolution time","Jumping to conclusions,Ignoring evidence","Business Analyst,Strategist","Logic,Analysis","Identify issue,Gather information,Evaluate options,Conclude","Analyze problems,Evaluate alternatives,Make decisions",Active,Approved,1,1.0,2025-07-16 18:27:19,4.0,"['Analytical Reasoning', 'Logical Thinking', 'Evaluation']"
General Management,General Management,857.0,cognitive & thinking skills,problem-solving / critical thinking / analytical reasoning skills,Core Skills,Active Learning,Understanding the implications of new information for both current and future problem-solving and decision-making.,2.A.2.b,"[""Continuous Learning"",""Adaptability"",""Knowledge Acquisition""]",https://en.wikipedia.org/wiki/Active_learning,"[""Learning"",""Adaptability"",""Growth""]",3.0,"Learning assessments,Adaptability tests",Certified Learning and Development Professional,Upskilling in new software tools,Emerging,High,General skill with no specific legal compliance,https://www.td.org,"Learning speed,Application of knowledge","Resistance to change,Passive learning","Trainer,Learning Specialist","Curiosity,Reflection","Seek information,Process,Apply,Reflect","Attend trainings,Read updates,Practice new skills",Active,Approved,1,1.0,2025-07-16 18:27:19,3.0,"['Continuous Learning', 'Adaptability', 'Knowledge Acquisition']"
General Management,General Management,857.0,cognitive & thinking skills,problem-solving / critical thinking / analytical reasoning skills,Core Skills,Learning Strategies,Selecting and using training/instructional methods and procedures appropriate for the situation when learning or teaching new things.,2.A.2.c,"[""Instructional Design"",""Training Methodology"",""Knowledge Transfer""]",https://en.wikipedia.org/wiki/Learning_strategies,"[""Learning Strategies"",""Training"",""Education""]",3.0,"Training effectiveness evaluations,Instructional reviews",Certified Professional in Learning and Performance,Designing training modules for new hires,Emerging,Medium,General skill with no specific legal compliance,https://www.td.org,"Training outcomes,Learner engagement","Ineffective methods,Poor content design","Instructional Designer,Training Manager","Curriculum Development,Assessment","Assess needs,Design program,Deliver,Evaluate","Create courses,Conduct workshops,Assess learning",Active,Approved,1,1.0,2025-07-16 18:27:19,3.0,"['Instructional Design', 'Training Methodology', 'Knowledge Transfer']"
General Management,General Management,857.0,leadership & management skills,strategic thinking / decision-making / team management skills,Core Skills,Monitoring,"Monitoring/Assessing performance of yourself, other individuals, or organizations to make improvements or take corrective action.",2.A.2.d,"[""Performance Tracking"",""Supervision"",""Evaluation""]",https://en.wikipedia.org/wiki/Monitoring_and_evaluation,"[""Monitoring"",""Evaluation"",""Supervision""]",3.0,"Performance reviews,Audit checks",Certified Performance Technologist,Monitoring team performance on projects,High-demand,High,General skill with no specific legal compliance,https://www.ispi.org,"Performance metrics,Goal achievement","Inconsistent tracking,Delayed feedback","Project Manager,Supervisor","Observation,Feedback","Set benchmarks,Collect data,Analyze,Report","Track KPIs,Conduct reviews,Provide feedback",Active,Approved,1,1.0,2025-07-16 18:27:19,3.0,"['Performance Tracking', 'Supervision', 'Evaluation']"
General Management,General Management,857.0,soft skills,interpersonal / leadership / communication skills,Core Skills,Social Perceptiveness,Being aware of others' reactions and understanding why they react as they do.,2.B.1.a,"[""Emotional Intelligence"",""Empathy"",""Interpersonal Sensitivity""]",https://en.wikipedia.org/wiki/Social_perceptiveness,"[""Social Skills"",""Empathy"",""Emotional Intelligence""]",3.0,"Behavioral assessments,360-degree feedback",Certified Emotional Intelligence Coach,Managing team dynamics,High-demand,High,General skill with no specific legal compliance,https://www.eiconsortium.org,"Team cohesion,Conflict resolution","Misreading emotions,Insensitivity","HR Manager,Team Lead","Empathy,Active Listening","Observe interactions,Interpret cues,Respond appropriately","Resolve conflicts,Build relationships,Manage teams",Active,Approved,1,1.0,2025-07-16 18:27:19,3.0,"['Emotional Intelligence', 'Empathy', 'Interpersonal Sensitivity']"
General Management,General Management,857.0,soft skills,interpersonal / leadership / communication skills,Core Skills,Coordination,Adjusting actions in relation to others' actions.,2.B.1.b,"[""Team Collaboration"",""Project Coordination"",""Workflow Management""]",https://en.wikipedia.org/wiki/Coordination,"[""Coordination"",""Collaboration"",""Management""]",3.0,"Project coordination exercises,Team feedback",Certified Project Coordinator,Coordinating cross-functional teams,High-demand,High,General skill with no specific legal compliance,https://www.pmi.org,"Project timeline adherence,Team satisfaction","Poor communication,Unclear roles","Project Coordinator,Operations Manager","Scheduling,Communication","Plan activities,Assign tasks,Synchronize efforts,Review","Schedule meetings,Assign tasks,Update stakeholders",Active,Approved,1,1.0,2025-07-16 18:27:19,3.0,"['Team Collaboration', 'Project Coordination', 'Workflow Management']"
General Management,General Management,857.0,soft skills,interpersonal / leadership / communication skills,Core Skills,Persuasion,Persuading others to change their minds or behavior.,2.B.1.c,"[""Influence"",""Negotiation"",""Argumentation""]",https://en.wikipedia.org/wiki/Persuasion,"[""Persuasion"",""Influence"",""Negotiation""]",3.0,"Role-playing scenarios,Sales pitches",Certified Professional in Sales,Convincing clients to adopt new solutions,High-demand,High,General skill with no specific legal compliance,https://www.salesforce.com,"Conversion rates,Agreement success","Aggressive tactics,Poor reasoning","Sales Manager,Business Development","Rhetoric,Psychology","Understand audience,Craft message,Deliver,Handle objections","Present proposals,Negotiate deals,Influence decisions",Active,Approved,1,1.0,2025-07-16 18:27:19,3.0,"['Influence', 'Negotiation', 'Argumentation']"
General Management,General Management,857.0,soft skills,interpersonal / leadership / communication skills,Core Skills,Negotiation,Bringing others together and trying to reconcile differences.,2.B.1.d,"[""Conflict Resolution"",""Bargaining"",""Agreement Making""]",https://en.wikipedia.org/wiki/Negotiation,"[""Negotiation"",""Conflict Resolution"",""Agreement""]",4.0,"Negotiation simulations,Contract discussions",Certified Negotiation Expert,Negotiating vendor contracts,High-demand,High,Must comply with Indian Contract Act,https://www.pon.harvard.edu,"Deal value,Time to agreement","Poor preparation,Conceding too much","Procurement Manager,Legal Advisor","Bargaining,Patience","Prepare,Discuss,Propose,Close","Discuss terms,Resolve conflicts,Finalize agreements",Active,Approved,1,1.0,2025-07-16 18:27:19,4.0,"['Conflict Resolution', 'Bargaining', 'Agreement Making']"
General Management,General Management,857.0,soft skills,interpersonal / leadership / communication skills,Core Skills,Instructing,Teaching others how to do something.,2.B.1.e,"[""Training"",""Coaching"",""Mentoring""]",https://en.wikipedia.org/wiki/Instruction,"[""Instruction"",""Training"",""Coaching""]",3.0,"Training sessions,Coaching evaluations",Certified Trainer,Training new employees on software,High-demand,High,General skill with no specific legal compliance,https://www.td.org,"Learner proficiency,Training feedback","Unclear instructions,Inadequate examples","Trainer,Coach","Explanation,Demonstration","Assess knowledge,Explain,Demonstrate,Evaluate","Conduct training,Create guides,Mentor juniors",Active,Approved,1,1.0,2025-07-16 18:27:19,3.0,"['Training', 'Coaching', 'Mentoring']"
General Management,General Management,857.0,soft skills,interpersonal / leadership / communication skills,Core Skills,Service Orientation,Actively looking for ways to help people.,2.B.1.f,"[""Customer Service"",""Support"",""Helpfulness""]",https://en.wikipedia.org/wiki/Customer_service,"[""Service"",""Customer Support"",""Help""]",3.0,"Customer feedback,Service audits",Certified Customer Service Professional,Handling client support requests,High-demand,High,General skill with no specific legal compliance,https://www.ics.org,"Customer satisfaction,Resolution time","Slow response,Unhelpful attitude","Customer Support Manager,Service Lead","Empathy,Problem-solving","Listen,Understand,Assist,Follow up","Respond to queries,Solve problems,Ensure satisfaction",Active,Approved,1,1.0,2025-07-16 18:27:19,3.0,"['Customer Service', 'Support', 'Helpfulness']"
General Management,General Management,857.0,cognitive & thinking skills,problem-solving / critical thinking / analytical reasoning skills,Core Skills,Complex Problem Solving,Identifying complex problems and reviewing related information to develop and evaluate options and implement solutions.,2.B.2.i,"[""Problem Analysis"",""Solution Design"",""Implementation""]",https://en.wikipedia.org/wiki/Problem_solving,"[""Problem Solving"",""Analysis"",""Solutioning""]",5.0,"Case studies,Simulation exercises",Certified Problem Solving Professional,Resolving production issues in manufacturing,High-demand,High,General skill with no specific legal compliance,https://www.apesma.org.au,"Solution effectiveness,Resolution time","Incomplete analysis,Implementing quick fixes","Operations Manager,Consultant","Root Cause Analysis,Creativity","Define problem,Analyze causes,Develop solutions,Implement","Identify issues,Analyze data,Implement fixes",Active,Approved,1,1.0,2025-07-16 18:27:19,5.0,"['Problem Analysis', 'Solution Design', 'Implementation']"
General Management,General Management,857.0,technical skills,industry-specific / domain-specific / digital-technology related skills,Technical Skills,Operations Analysis,Analyzing needs and product requirements to create a design.,2.B.3.a,"[""Process Analysis"",""Workflow Optimization"",""Efficiency Improvement""]",https://en.wikipedia.org/wiki/Operations_research,"[""Operations Analysis"",""Process Improvement"",""Efficiency""]",4.0,"Process audits, Efficiency metrics analysis","Six Sigma Green Belt,Lean Certification",Analyzing supply chain processes for efficiency,High-demand,High,General skill with no specific legal compliance,https://www.asq.org,"Process efficiency gain,Cost reduction","Overlooking constraints,Inadequate data","Operations Analyst,Process Engineer","Data Analysis,Process Mapping","Collect data,Analyze processes,Identify improvements,Implement","Map workflows,Identify bottlenecks,Recommend changes",Active,Approved,1,1.0,2025-07-16 18:27:19,4.0,"['Process Analysis', 'Workflow Optimization', 'Efficiency Improvement']"
Science and Mathematics,Science and Mathematics,1127.0,technical skills,digital-technology related skills,Technical Skills,Technology Design,Generating or adapting equipment and technology to serve user needs.,2.B.3.b,"[""System Design"",""UI/UX Design"",""Prototyping""]",https://en.wikipedia.org/wiki/Design,"[""Technology Design"",""UI/UX"",""Prototyping""]",4.0,"Design reviews,Usability testing","Certified UX Designer,Adobe Certified Expert",Designing user interface for a mobile app,Emerging,High,General skill with no specific legal compliance,https://www.interaction-design.org,"User satisfaction,Design usability","Ignoring user feedback,Poor accessibility","UI/UX Designer,Product Designer","Creativity,User Research","Research needs,Create prototypes,Test,Refine","Design interfaces,Create wireframes,Conduct user tests",Active,Approved,1,1.0,2025-07-16 18:27:19,4.0,"['System Design', 'UI/UX Design', 'Prototyping']"
Engineering and Technology,Engineering and Technology,1126.0,technical skills,industry-specific / domain-specific / digital-technology related skills,Technical Skills,Equipment Selection,Determining the kind of tools and equipment needed to do a job.,2.B.3.c,"[""Tool Evaluation"",""Vendor Assessment"",""Specification Analysis""]",https://en.wikipedia.org/wiki/Equipment,"[""Equipment Selection"",""Tool Evaluation"",""Specifications""]",3.0,"Equipment audits,Cost-benefit analysis",Certified Maintenance and Reliability Professional,Selecting IT hardware for an office setup,Basic,Medium,General skill with no specific legal compliance,https://www.smrp.org,"Equipment reliability,Cost efficiency","Choosing incompatible equipment,Over-specifying","Procurement Officer,IT Manager","Technical Knowledge,Cost Analysis","Define requirements,Research options,Evaluate,Select","Compare vendors,Check specifications,Finalize purchase",Active,Approved,1,1.0,2025-07-16 18:27:19,3.0,"['Tool Evaluation', 'Vendor Assessment', 'Specification Analysis']"
