department,sub_department,department_id,category,sub_category,micro_category,title,description,skill_code,related_skills,bussiness_links,custom_tags,proficiency_level,assesment_method,certification_qualifications,experience_project,skill_status,skill_importance,legal_compliance_relevance,sop_practice_link,performance_metrics,common_errors_tips,sme_contacts,sub_skills,skill_flow,tasklist,status,approve_status,sub_institute_id,created_by,created_at,proficiency_level_encoded,related_skills_parsed,skill_importance_encoded
,,221.0,soft skills,interpersonal,,Interpersonal Expertise in Medical,Ability to perform interpersonal tasks effectively in the context of Medical Oncology Clinical Fellow 3.,MED766,"[""Advanced Interpersonal"",""Core soft skills""]",https://en.wikipedia.org/wiki/Interpersonal_Expertise_in_Medical,"[""Follow department SOP"",""interpersonal guidelines.""]",4.0,Peer Review,Hospital Safety Certificate,Led cross-departmental project,Active,Medium,HIPAA Compliance,https://www.who.int/,Team collaboration score,Double-check patient ID before procedures.,Contact head of Medical Oncology department for queries.,"Basic Interpersonal, Intermediate Interpersonal, Advanced Interpersonal",Step 1: Prepare ? Step 2: Execute ? Step 3: Review,1. Prepare tools; 2. Verify patient data; 3. Execute procedure; 4. Document results,Active,Approved,4,8.0,2025-08-12 11:18:18,4.0,"['Advanced Interpersonal', 'Core soft skills']",2.0
,,210.0,functional skills,job-role-specific skills,,Job-role-specific skills Expertise in Medical,Ability to perform job-role-specific skills tasks effectively in the context of Medical Oncology Clinical Fellow 4.,MED322,"[""Advanced Job-role-specific skills"",""Core functional skills""]",https://en.wikipedia.org/wiki/Job-role-specific_skills_Expertise_in_Medical,"[""Follow department SOP"",""job-role-specific skills guidelines.""]",2.0,Practical Demonstration,Certified Medical Specialist,Integrated AI in diagnosis,Deprecated,High,HIPAA Compliance,https://www.nabh.co/,Patient recovery rate,Verify all equipment calibrations before use.,Contact head of Medical Oncology department for queries.,"Basic Job-role-specific skills, Intermediate Job-role-specific skills, Advanced Job-role-specific sk",Step 1: Prepare ? Step 2: Execute ? Step 3: Review,1. Prepare tools; 2. Verify patient data; 3. Execute procedure; 4. Document results,Active,Approved,4,8.0,2025-08-12 11:18:18,2.0,"['Advanced Job-role-specific skills', 'Core functional skills']",3.0
,,214.0,functional skills,job-role-specific skills,,Job-role-specific skills Expertise in Medical,Ability to perform job-role-specific skills tasks effectively in the context of Medical Oncology Nurse Specialist 5.,MED563,"[""Advanced Job-role-specific skills"",""Core functional skills""]",https://en.wikipedia.org/wiki/Job-role-specific_skills_Expertise_in_Medical,"[""Follow department SOP"",""job-role-specific skills guidelines.""]",5.0,Practical Demonstration,Advanced Healthcare Training,Led cross-departmental project,Under Review,High,NABH Standards,https://www.mciindia.org/,Procedure accuracy,Verify all equipment calibrations before use.,Contact head of Medical Oncology department for queries.,"Basic Job-role-specific skills, Intermediate Job-role-specific skills, Advanced Job-role-specific sk",Step 1: Prepare ? Step 2: Execute ? Step 3: Review,1. Prepare tools; 2. Verify patient data; 3. Execute procedure; 4. Document results,Active,Approved,4,8.0,2025-08-12 11:18:18,5.0,"['Advanced Job-role-specific skills', 'Core functional skills']",3.0
,,215.0,digital & data skills,digital literacy,,Digital literacy Expertise in Surgical,Ability to perform digital literacy tasks effectively in the context of Surgical Oncology Coordinator 1.,SUR714,"[""Advanced Digital literacy"",""Core digital & data skills""]",https://en.wikipedia.org/wiki/Digital_literacy_Expertise_in_Surgical,"[""Follow department SOP"",""digital literacy guidelines.""]",4.0,Peer Review,Advanced Healthcare Training,Led cross-departmental project,Inactive,Low,WHO Guidelines,https://www.mciindia.org/,Turnaround time for reports,Verify all equipment calibrations before use.,Contact head of Surgical Oncology department for queries.,"Basic Digital literacy, Intermediate Digital literacy, Advanced Digital literacy",Step 1: Prepare ? Step 2: Execute ? Step 3: Review,1. Prepare tools; 2. Verify patient data; 3. Execute procedure; 4. Document results,Active,Approved,4,8.0,2025-08-12 11:18:18,4.0,"['Advanced Digital literacy', 'Core digital & data skills']",1.0
,,224.0,leadership & management skills,strategic thinking,,Strategic thinking Expertise in Lead,Ability to perform strategic thinking tasks effectively in the context of Lead Surgical Oncology Surgeon 2.,LEA450,"[""Advanced Strategic thinking"",""Core leadership & management skills""]",https://en.wikipedia.org/wiki/Strategic_thinking_Expertise_in_Lead,"[""Follow department SOP"",""strategic thinking guidelines.""]",1.0,Written Test,Clinical Excellence Award,Developed SOP for patient care,Under Review,High,WHO Guidelines,https://www.mciindia.org/,Procedure accuracy,Always document patient consent.,Contact head of Surgical Oncology department for queries.,"Basic Strategic thinking, Intermediate Strategic thinking, Advanced Strategic thinking",Step 1: Prepare ? Step 2: Execute ? Step 3: Review,1. Prepare tools; 2. Verify patient data; 3. Execute procedure; 4. Document results,Active,Approved,4,8.0,2025-08-12 11:18:18,1.0,"['Advanced Strategic thinking', 'Core leadership & management skills']",3.0
,,217.0,soft skills,interpersonal,,Interpersonal Expertise in Surgical,Ability to perform interpersonal tasks effectively in the context of Surgical Oncology Research Associate 3.,SUR947,"[""Advanced Interpersonal"",""Core soft skills""]",https://en.wikipedia.org/wiki/Interpersonal_Expertise_in_Surgical,"[""Follow department SOP"",""interpersonal guidelines.""]",4.0,Written Test,Clinical Excellence Award,Implemented new diagnostic protocol,Active,High,NABH Standards,https://www.nih.gov/,Procedure accuracy,Verify all equipment calibrations before use.,Contact head of Surgical Oncology department for queries.,"Basic Interpersonal, Intermediate Interpersonal, Advanced Interpersonal",Step 1: Prepare ? Step 2: Execute ? Step 3: Review,1. Prepare tools; 2. Verify patient data; 3. Execute procedure; 4. Document results,Active,Approved,4,8.0,2025-08-12 11:18:18,4.0,"['Advanced Interpersonal', 'Core soft skills']",3.0
,,221.0,soft skills,communication skills,,Communication skills Expertise in Consultant,Ability to perform communication skills tasks effectively in the context of Consultant Surgical Oncology Specialist 4.,CON702,"[""Advanced Communication skills"",""Core soft skills""]",https://en.wikipedia.org/wiki/Communication_skills_Expertise_in_Consultant,"[""Follow department SOP"",""communication skills guidelines.""]",3.0,Written Test,Digital Health Certification,Integrated AI in diagnosis,Under Review,High,HIPAA Compliance,https://www.cdc.gov/,Turnaround time for reports,Verify all equipment calibrations before use.,Contact head of Surgical Oncology department for queries.,"Basic Communication skills, Intermediate Communication skills, Advanced Communication skills",Step 1: Prepare ? Step 2: Execute ? Step 3: Review,1. Prepare tools; 2. Verify patient data; 3. Execute procedure; 4. Document results,Active,Approved,4,8.0,2025-08-12 11:18:18,3.0,"['Advanced Communication skills', 'Core soft skills']",3.0
,,214.0,functional skills,job-role-specific skills,,Job-role-specific skills Expertise in Surgical,Ability to perform job-role-specific skills tasks effectively in the context of Surgical Oncology Coordinator 5.,SUR957,"[""Advanced Job-role-specific skills"",""Core functional skills""]",https://en.wikipedia.org/wiki/Job-role-specific_skills_Expertise_in_Surgical,"[""Follow department SOP"",""job-role-specific skills guidelines.""]",1.0,Case Study Analysis,Hospital Safety Certificate,Developed SOP for patient care,Under Review,Low,GDPR for Healthcare,https://www.nabh.co/,Turnaround time for reports,Always document patient consent.,Contact head of Surgical Oncology department for queries.,"Basic Job-role-specific skills, Intermediate Job-role-specific skills, Advanced Job-role-specific sk",Step 1: Prepare ? Step 2: Execute ? Step 3: Review,1. Prepare tools; 2. Verify patient data; 3. Execute procedure; 4. Document results,Active,Approved,4,8.0,2025-08-12 11:18:18,1.0,"['Advanced Job-role-specific skills', 'Core functional skills']",1.0
,,216.0,digital & data skills,digital literacy,,Digital literacy Expertise in Junior,Ability to perform digital literacy tasks effectively in the context of Junior Urology Resident 1.,JUN540,"[""Advanced Digital literacy"",""Core digital & data skills""]",https://en.wikipedia.org/wiki/Digital_literacy_Expertise_in_Junior,"[""Follow department SOP"",""digital literacy guidelines.""]",3.0,Written Test,Advanced Healthcare Training,Implemented new diagnostic protocol,Under Review,Low,GDPR for Healthcare,https://www.nih.gov/,Team collaboration score,Avoid skipping sterilization protocols.,Contact head of Urology department for queries.,"Basic Digital literacy, Intermediate Digital literacy, Advanced Digital literacy",Step 1: Prepare ? Step 2: Execute ? Step 3: Review,1. Prepare tools; 2. Verify patient data; 3. Execute procedure; 4. Document results,Active,Approved,4,8.0,2025-08-12 11:18:18,3.0,"['Advanced Digital literacy', 'Core digital & data skills']",1.0
,,213.0,technical skills,digital/technology related skills,,Digital/Technology related skills Expertise in Urology,Ability to perform digital/technology related skills tasks effectively in the context of Urology Nurse Specialist 2.,URO525,"[""Advanced Digital/Technology related skills"",""Core technical skills""]",https://en.wikipedia.org/wiki/Digital/Technology_related_skills_Expertise_in_Urology,"[""Follow department SOP"",""digital/technology related skills guidelines.""]",5.0,Written Test,Digital Health Certification,Led cross-departmental project,Deprecated,High,HIPAA Compliance,https://www.mciindia.org/,Team collaboration score,Maintain updated knowledge on latest treatment guidelines.,Contact head of Urology department for queries.,"Basic Digital/Technology related skills, Intermediate Digital/Technology related skills, Advanced Di",Step 1: Prepare ? Step 2: Execute ? Step 3: Review,1. Prepare tools; 2. Verify patient data; 3. Execute procedure; 4. Document results,Active,Approved,4,8.0,2025-08-12 11:18:18,5.0,"['Advanced Digital/Technology related skills', 'Core technical skills']",3.0
,,212.0,soft skills,communication skills,,Communication skills Expertise in Urology,Ability to perform communication skills tasks effectively in the context of Urology Diagnostic Officer 3.,URO439,"[""Advanced Communication skills"",""Core soft skills""]",https://en.wikipedia.org/wiki/Communication_skills_Expertise_in_Urology,"[""Follow department SOP"",""communication skills guidelines.""]",1.0,Practical Demonstration,Hospital Safety Certificate,Implemented new diagnostic protocol,Under Review,Low,NABH Standards,https://www.nih.gov/,Patient recovery rate,Avoid skipping sterilization protocols.,Contact head of Urology department for queries.,"Basic Communication skills, Intermediate Communication skills, Advanced Communication skills",Step 1: Prepare ? Step 2: Execute ? Step 3: Review,1. Prepare tools; 2. Verify patient data; 3. Execute procedure; 4. Document results,Active,Approved,4,8.0,2025-08-12 11:18:18,1.0,"['Advanced Communication skills', 'Core soft skills']",1.0
,,210.0,leadership & management skills,strategic thinking,,Strategic thinking Expertise in Junior,Ability to perform strategic thinking tasks effectively in the context of Junior Urology Resident 4.,JUN430,"[""Advanced Strategic thinking"",""Core leadership & management skills""]",https://en.wikipedia.org/wiki/Strategic_thinking_Expertise_in_Junior,"[""Follow department SOP"",""strategic thinking guidelines.""]",2.0,Simulation Assessment,Hospital Safety Certificate,Implemented new diagnostic protocol,Inactive,High,WHO Guidelines,https://www.nabh.co/,Team collaboration score,Verify all equipment calibrations before use.,Contact head of Urology department for queries.,"Basic Strategic thinking, Intermediate Strategic thinking, Advanced Strategic thinking",Step 1: Prepare ? Step 2: Execute ? Step 3: Review,1. Prepare tools; 2. Verify patient data; 3. Execute procedure; 4. Document results,Active,Approved,4,8.0,2025-08-12 11:18:18,2.0,"['Advanced Strategic thinking', 'Core leadership & management skills']",3.0
,,209.0,functional skills,job-role-specific skills,,Job-role-specific skills Expertise in Urology,Ability to perform job-role-specific skills tasks effectively in the context of Urology Diagnostic Officer 5.,URO174,"[""Advanced Job-role-specific skills"",""Core functional skills""]",https://en.wikipedia.org/wiki/Job-role-specific_skills_Expertise_in_Urology,"[""Follow department SOP"",""job-role-specific skills guidelines.""]",4.0,Peer Review,Digital Health Certification,Integrated AI in diagnosis,Active,Low,GDPR for Healthcare,https://www.nabh.co/,Turnaround time for reports,Maintain updated knowledge on latest treatment guidelines.,Contact head of Urology department for queries.,"Basic Job-role-specific skills, Intermediate Job-role-specific skills, Advanced Job-role-specific sk",Step 1: Prepare ? Step 2: Execute ? Step 3: Review,1. Prepare tools; 2. Verify patient data; 3. Execute procedure; 4. Document results,Active,Approved,4,8.0,2025-08-12 11:18:18,4.0,"['Advanced Job-role-specific skills', 'Core functional skills']",1.0
,,223.0,leadership & management skills,decision-making,,Decision-making Expertise in Junior,Ability to perform decision-making tasks effectively in the context of Junior Nephrology Resident 1.,JUN100,"[""Advanced Decision-making"",""Core leadership & management skills""]",https://en.wikipedia.org/wiki/Decision-making_Expertise_in_Junior,"[""Follow department SOP"",""decision-making guidelines.""]",3.0,Simulation Assessment,Clinical Excellence Award,Handled 50+ patient cases,Under Review,Medium,Indian Medical Council Regulations,https://www.cdc.gov/,Patient recovery rate,Verify all equipment calibrations before use.,Contact head of Nephrology department for queries.,"Basic Decision-making, Intermediate Decision-making, Advanced Decision-making",Step 1: Prepare ? Step 2: Execute ? Step 3: Review,1. Prepare tools; 2. Verify patient data; 3. Execute procedure; 4. Document results,Active,Approved,4,8.0,2025-08-12 11:18:18,3.0,"['Advanced Decision-making', 'Core leadership & management skills']",2.0
,,215.0,digital & data skills,ai/ml skills,,AI/ML skills Expertise in Assistant,Ability to perform ai/ml skills tasks effectively in the context of Assistant Nephrology Practitioner 2.,ASS992,"[""Advanced AI/ML skills"",""Core digital & data skills""]",https://en.wikipedia.org/wiki/AI/ML_skills_Expertise_in_Assistant,"[""Follow department SOP"",""ai/ml skills guidelines.""]",5.0,Practical Demonstration,Digital Health Certification,Developed SOP for patient care,Inactive,Medium,WHO Guidelines,https://www.nih.gov/,Turnaround time for reports,Double-check patient ID before procedures.,Contact head of Nephrology department for queries.,"Basic AI/ML skills, Intermediate AI/ML skills, Advanced AI/ML skills",Step 1: Prepare ? Step 2: Execute ? Step 3: Review,1. Prepare tools; 2. Verify patient data; 3. Execute procedure; 4. Document results,Active,Approved,4,8.0,2025-08-12 11:18:18,5.0,"['Advanced AI/ML skills', 'Core digital & data skills']",2.0
,,214.0,leadership & management skills,team management,,Team management Expertise in Junior,Ability to perform team management tasks effectively in the context of Junior Nephrology Resident 3.,JUN871,"[""Advanced Team management"",""Core leadership & management skills""]",https://en.wikipedia.org/wiki/Team_management_Expertise_in_Junior,"[""Follow department SOP"",""team management guidelines.""]",1.0,Simulation Assessment,Clinical Excellence Award,Implemented new diagnostic protocol,Active,Medium,GDPR for Healthcare,https://www.who.int/,Patient recovery rate,Always document patient consent.,Contact head of Nephrology department for queries.,"Basic Team management, Intermediate Team management, Advanced Team management",Step 1: Prepare ? Step 2: Execute ? Step 3: Review,1. Prepare tools; 2. Verify patient data; 3. Execute procedure; 4. Document results,Active,Approved,4,8.0,2025-08-12 11:18:18,1.0,"['Advanced Team management', 'Core leadership & management skills']",2.0
,,217.0,leadership & management skills,team management,,Team management Expertise in Nephrology,Ability to perform team management tasks effectively in the context of Nephrology Diagnostic Officer 4.,NEP333,"[""Advanced Team management"",""Core leadership & management skills""]",https://en.wikipedia.org/wiki/Team_management_Expertise_in_Nephrology,"[""Follow department SOP"",""team management guidelines.""]",2.0,Simulation Assessment,Certified Medical Specialist,Handled 50+ patient cases,Under Review,High,Indian Medical Council Regulations,https://www.mciindia.org/,Team collaboration score,Always document patient consent.,Contact head of Nephrology department for queries.,"Basic Team management, Intermediate Team management, Advanced Team management",Step 1: Prepare ? Step 2: Execute ? Step 3: Review,1. Prepare tools; 2. Verify patient data; 3. Execute procedure; 4. Document results,Active,Approved,4,8.0,2025-08-12 11:18:18,2.0,"['Advanced Team management', 'Core leadership & management skills']",3.0
,,220.0,digital & data skills,data analytics,,Data analytics Expertise in Consultant,Ability to perform data analytics tasks effectively in the context of Consultant Nephrology Specialist 5.,CON652,"[""Advanced Data analytics"",""Core digital & data skills""]",https://en.wikipedia.org/wiki/Data_analytics_Expertise_in_Consultant,"[""Follow department SOP"",""data analytics guidelines.""]",1.0,Practical Demonstration,Hospital Safety Certificate,Integrated AI in diagnosis,Under Review,Medium,WHO Guidelines,https://www.nabh.co/,Team collaboration score,Maintain updated knowledge on latest treatment guidelines.,Contact head of Nephrology department for queries.,"Basic Data analytics, Intermediate Data analytics, Advanced Data analytics",Step 1: Prepare ? Step 2: Execute ? Step 3: Review,1. Prepare tools; 2. Verify patient data; 3. Execute procedure; 4. Document results,Active,Approved,4,8.0,2025-08-12 11:18:18,1.0,"['Advanced Data analytics', 'Core digital & data skills']",2.0
,,224.0,digital & data skills,ai/ml skills,,AI/ML skills Expertise in Senior,Ability to perform ai/ml skills tasks effectively in the context of Senior Orthopaedics Technician 1.,SEN633,"[""Advanced AI/ML skills"",""Core digital & data skills""]",https://en.wikipedia.org/wiki/AI/ML_skills_Expertise_in_Senior,"[""Follow department SOP"",""ai/ml skills guidelines.""]",5.0,Written Test,Digital Health Certification,Integrated AI in diagnosis,Inactive,High,NABH Standards,https://www.nabh.co/,Error-free documentation percentage,Maintain updated knowledge on latest treatment guidelines.,Contact head of Orthopaedics department for queries.,"Basic AI/ML skills, Intermediate AI/ML skills, Advanced AI/ML skills",Step 1: Prepare ? Step 2: Execute ? Step 3: Review,1. Prepare tools; 2. Verify patient data; 3. Execute procedure; 4. Document results,Active,Approved,4,8.0,2025-08-12 11:18:18,5.0,"['Advanced AI/ML skills', 'Core digital & data skills']",3.0
,,216.0,compliance & regulatory skills,legal compliance,,Legal compliance Expertise in Junior,Ability to perform legal compliance tasks effectively in the context of Junior Orthopaedics Resident 2.,JUN730,"[""Advanced Legal compliance"",""Core compliance & regulatory skills""]",https://en.wikipedia.org/wiki/Legal_compliance_Expertise_in_Junior,"[""Follow department SOP"",""legal compliance guidelines.""]",2.0,Written Test,Certified Medical Specialist,Integrated AI in diagnosis,Inactive,High,HIPAA Compliance,https://www.nih.gov/,Error-free documentation percentage,Always document patient consent.,Contact head of Orthopaedics department for queries.,"Basic Legal compliance, Intermediate Legal compliance, Advanced Legal compliance",Step 1: Prepare ? Step 2: Execute ? Step 3: Review,1. Prepare tools; 2. Verify patient data; 3. Execute procedure; 4. Document results,Active,Approved,4,8.0,2025-08-12 11:18:18,2.0,"['Advanced Legal compliance', 'Core compliance & regulatory skills']",3.0
,,221.0,leadership & management skills,team management,,Team management Expertise in Orthopaedics,Ability to perform team management tasks effectively in the context of Orthopaedics Nurse Specialist 3.,ORT372,"[""Advanced Team management"",""Core leadership & management skills""]",https://en.wikipedia.org/wiki/Team_management_Expertise_in_Orthopaedics,"[""Follow department SOP"",""team management guidelines.""]",3.0,Peer Review,Digital Health Certification,Implemented new diagnostic protocol,Active,High,HIPAA Compliance,https://www.nih.gov/,Error-free documentation percentage,Avoid skipping sterilization protocols.,Contact head of Orthopaedics department for queries.,"Basic Team management, Intermediate Team management, Advanced Team management",Step 1: Prepare ? Step 2: Execute ? Step 3: Review,1. Prepare tools; 2. Verify patient data; 3. Execute procedure; 4. Document results,Active,Approved,4,8.0,2025-08-12 11:18:18,3.0,"['Advanced Team management', 'Core leadership & management skills']",3.0
,,215.0,soft skills,leadership,,Leadership Expertise in Senior,Ability to perform leadership tasks effectively in the context of Senior Orthopaedics Technician 4.,SEN884,"[""Advanced Leadership"",""Core soft skills""]",https://en.wikipedia.org/wiki/Leadership_Expertise_in_Senior,"[""Follow department SOP"",""leadership guidelines.""]",3.0,Simulation Assessment,Certified Medical Specialist,Integrated AI in diagnosis,Active,Low,HIPAA Compliance,https://www.nabh.co/,Error-free documentation percentage,Always document patient consent.,Contact head of Orthopaedics department for queries.,"Basic Leadership, Intermediate Leadership, Advanced Leadership",Step 1: Prepare ? Step 2: Execute ? Step 3: Review,1. Prepare tools; 2. Verify patient data; 3. Execute procedure; 4. Document results,Active,Approved,4,8.0,2025-08-12 11:18:18,3.0,"['Advanced Leadership', 'Core soft skills']",1.0
,,219.0,soft skills,leadership,,Leadership Expertise in Assistant,Ability to perform leadership tasks effectively in the context of Assistant Orthopaedics Practitioner 5.,ASS373,"[""Advanced Leadership"",""Core soft skills""]",https://en.wikipedia.org/wiki/Leadership_Expertise_in_Assistant,"[""Follow department SOP"",""leadership guidelines.""]",4.0,Peer Review,Clinical Excellence Award,Integrated AI in diagnosis,Active,High,Indian Medical Council Regulations,https://www.who.int/,Patient recovery rate,Verify all equipment calibrations before use.,Contact head of Orthopaedics department for queries.,"Basic Leadership, Intermediate Leadership, Advanced Leadership",Step 1: Prepare ? Step 2: Execute ? Step 3: Review,1. Prepare tools; 2. Verify patient data; 3. Execute procedure; 4. Document results,Active,Approved,4,8.0,2025-08-12 11:18:18,4.0,"['Advanced Leadership', 'Core soft skills']",3.0
,,211.0,compliance & regulatory skills,industry compliance,,Industry compliance Expertise in Lead,Ability to perform industry compliance tasks effectively in the context of Lead ICU and Critical Care Surgeon 1.,LEA887,"[""Advanced Industry compliance"",""Core compliance & regulatory skills""]",https://en.wikipedia.org/wiki/Industry_compliance_Expertise_in_Lead,"[""Follow department SOP"",""industry compliance guidelines.""]",2.0,Written Test,Advanced Healthcare Training,Handled 50+ patient cases,Deprecated,Medium,WHO Guidelines,https://www.nih.gov/,Patient recovery rate,Maintain updated knowledge on latest treatment guidelines.,Contact head of ICU and Critical Care department for queries.,"Basic Industry compliance, Intermediate Industry compliance, Advanced Industry compliance",Step 1: Prepare ? Step 2: Execute ? Step 3: Review,1. Prepare tools; 2. Verify patient data; 3. Execute procedure; 4. Document results,Active,Approved,4,8.0,2025-08-12 11:18:18,2.0,"['Advanced Industry compliance', 'Core compliance & regulatory skills']",2.0
,,224.0,soft skills,interpersonal,,Interpersonal Expertise in Senior,Ability to perform interpersonal tasks effectively in the context of Senior ICU and Critical Care Technician 2.,SEN531,"[""Advanced Interpersonal"",""Core soft skills""]",https://en.wikipedia.org/wiki/Interpersonal_Expertise_in_Senior,"[""Follow department SOP"",""interpersonal guidelines.""]",4.0,Case Study Analysis,Clinical Excellence Award,Handled 50+ patient cases,Inactive,Medium,NABH Standards,https://www.cdc.gov/,Turnaround time for reports,Avoid skipping sterilization protocols.,Contact head of ICU and Critical Care department for queries.,"Basic Interpersonal, Intermediate Interpersonal, Advanced Interpersonal",Step 1: Prepare ? Step 2: Execute ? Step 3: Review,1. Prepare tools; 2. Verify patient data; 3. Execute procedure; 4. Document results,Active,Approved,4,8.0,2025-08-12 11:18:18,4.0,"['Advanced Interpersonal', 'Core soft skills']",2.0
,,212.0,digital & data skills,ai/ml skills,,AI/ML skills Expertise in Assistant,Ability to perform ai/ml skills tasks effectively in the context of Assistant ICU and Critical Care Practitioner 3.,ASS468,"[""Advanced AI/ML skills"",""Core digital & data skills""]",https://en.wikipedia.org/wiki/AI/ML_skills_Expertise_in_Assistant,"[""Follow department SOP"",""ai/ml skills guidelines.""]",3.0,Written Test,Digital Health Certification,Implemented new diagnostic protocol,Inactive,Low,GDPR for Healthcare,https://www.nabh.co/,Patient recovery rate,Avoid skipping sterilization protocols.,Contact head of ICU and Critical Care department for queries.,"Basic AI/ML skills, Intermediate AI/ML skills, Advanced AI/ML skills",Step 1: Prepare ? Step 2: Execute ? Step 3: Review,1. Prepare tools; 2. Verify patient data; 3. Execute procedure; 4. Document results,Active,Approved,4,8.0,2025-08-12 11:18:18,3.0,"['Advanced AI/ML skills', 'Core digital & data skills']",1.0
,,215.0,cognitive & thinking skills,analytical reasoning,,Analytical reasoning Expertise in Senior,Ability to perform analytical reasoning tasks effectively in the context of Senior ICU and Critical Care Technician 4.,SEN857,"[""Advanced Analytical reasoning"",""Core cognitive & thinking skills""]",https://en.wikipedia.org/wiki/Analytical_reasoning_Expertise_in_Senior,"[""Follow department SOP"",""analytical reasoning guidelines.""]",3.0,Simulation Assessment,Digital Health Certification,Integrated AI in diagnosis,Under Review,Low,Indian Medical Council Regulations,https://www.cdc.gov/,Error-free documentation percentage,Avoid skipping sterilization protocols.,Contact head of ICU and Critical Care department for queries.,"Basic Analytical reasoning, Intermediate Analytical reasoning, Advanced Analytical reasoning",Step 1: Prepare ? Step 2: Execute ? Step 3: Review,1. Prepare tools; 2. Verify patient data; 3. Execute procedure; 4. Document results,Active,Approved,4,8.0,2025-08-12 11:18:18,3.0,"['Advanced Analytical reasoning', 'Core cognitive & thinking skills']",1.0
,,214.0,technical skills,digital/technology related skills,,Digital/Technology related skills Expertise in ICU,Ability to perform digital/technology related skills tasks effectively in the context of ICU and Critical Care Research Associate 5.,ICU475,"[""Advanced Digital/Technology related skills"",""Core technical skills""]",https://en.wikipedia.org/wiki/Digital/Technology_related_skills_Expertise_in_ICU,"[""Follow department SOP"",""digital/technology related skills guidelines.""]",2.0,Peer Review,Clinical Excellence Award,Integrated AI in diagnosis,Deprecated,Medium,WHO Guidelines,https://www.mciindia.org/,Patient recovery rate,Verify all equipment calibrations before use.,Contact head of ICU and Critical Care department for queries.,"Basic Digital/Technology related skills, Intermediate Digital/Technology related skills, Advanced Di",Step 1: Prepare ? Step 2: Execute ? Step 3: Review,1. Prepare tools; 2. Verify patient data; 3. Execute procedure; 4. Document results,Active,Approved,4,8.0,2025-08-12 11:18:18,2.0,"['Advanced Digital/Technology related skills', 'Core technical skills']",2.0
,,217.0,functional skills,job-role-specific skills,,Job-role-specific skills Expertise in Pathology,Ability to perform job-role-specific skills tasks effectively in the context of Pathology Nurse Specialist 1.,PAT946,"[""Advanced Job-role-specific skills"",""Core functional skills""]",https://en.wikipedia.org/wiki/Job-role-specific_skills_Expertise_in_Pathology,"[""Follow department SOP"",""job-role-specific skills guidelines.""]",1.0,Simulation Assessment,Digital Health Certification,Developed SOP for patient care,Under Review,Medium,NABH Standards,https://www.who.int/,Turnaround time for reports,Avoid skipping sterilization protocols.,Contact head of Pathology department for queries.,"Basic Job-role-specific skills, Intermediate Job-role-specific skills, Advanced Job-role-specific sk",Step 1: Prepare ? Step 2: Execute ? Step 3: Review,1. Prepare tools; 2. Verify patient data; 3. Execute procedure; 4. Document results,Active,Approved,4,8.0,2025-08-12 11:18:18,1.0,"['Advanced Job-role-specific skills', 'Core functional skills']",2.0
,,218.0,digital & data skills,data analytics,,Data analytics Expertise in Pathology,Ability to perform data analytics tasks effectively in the context of Pathology Clinical Fellow 2.,PAT283,"[""Advanced Data analytics"",""Core digital & data skills""]",https://en.wikipedia.org/wiki/Data_analytics_Expertise_in_Pathology,"[""Follow department SOP"",""data analytics guidelines.""]",5.0,Peer Review,Certified Medical Specialist,Implemented new diagnostic protocol,Inactive,High,HIPAA Compliance,https://www.nih.gov/,Patient recovery rate,Always document patient consent.,Contact head of Pathology department for queries.,"Basic Data analytics, Intermediate Data analytics, Advanced Data analytics",Step 1: Prepare ? Step 2: Execute ? Step 3: Review,1. Prepare tools; 2. Verify patient data; 3. Execute procedure; 4. Document results,Active,Approved,4,8.0,2025-08-12 11:18:18,5.0,"['Advanced Data analytics', 'Core digital & data skills']",3.0
,,216.0,functional skills,job-role-specific skills,,Job-role-specific skills Expertise in Pathology,Ability to perform job-role-specific skills tasks effectively in the context of Pathology Research Associate 3.,PAT969,"[""Advanced Job-role-specific skills"",""Core functional skills""]",https://en.wikipedia.org/wiki/Job-role-specific_skills_Expertise_in_Pathology,"[""Follow department SOP"",""job-role-specific skills guidelines.""]",3.0,Simulation Assessment,Digital Health Certification,Developed SOP for patient care,Inactive,Medium,Indian Medical Council Regulations,https://www.nih.gov/,Procedure accuracy,Always document patient consent.,Contact head of Pathology department for queries.,"Basic Job-role-specific skills, Intermediate Job-role-specific skills, Advanced Job-role-specific sk",Step 1: Prepare ? Step 2: Execute ? Step 3: Review,1. Prepare tools; 2. Verify patient data; 3. Execute procedure; 4. Document results,Active,Approved,4,8.0,2025-08-12 11:18:18,3.0,"['Advanced Job-role-specific skills', 'Core functional skills']",2.0
